order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,year_purchase,month_purchase,month_name_purchase,date_purchase,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_value,review_score
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,2017,11,November,2017-11-24,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP,356.12,1.0
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,2017,8,August,2017-08-04,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF,95.67,5.0
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09,2017,5,May,2017-05-18,4acce2834231e13b1514915adda5ec2b,21910,rio de janeiro,RJ,153.72,1.0
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14 20:28:25,2017-05-14 20:42:45,2017-05-16 08:17:46,2017-05-25 09:14:31,2017-06-12,2017,5,May,2017-05-14,c2551ea089b7ebbc67a2ea8757152514,44380,cruz das almas,BA,54.82,4.0
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,2017-08-09 20:19:05,2017-08-11 04:15:29,2017-08-11 17:52:32,2017-08-16 17:16:44,2017-08-31,2017,8,August,2017-08-09,12e7a2c201751ddc979e7a45cef500f3,1038,sao paulo,SP,130.56,5.0
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15 00:06:10,2017-12-15 00:14:55,2017-12-19 01:58:00,2018-01-03 15:09:32,2018-01-16,2017,12,December,2017-12-15,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ,386.33,4.0
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,2017-08-31 08:15:24,2017-08-31 08:30:17,2017-08-31 20:06:14,2017-09-04 20:59:55,2017-09-20,2017,8,August,2017-08-31,9d9ab3b77f0416765b3fbedf94a942a4,12070,taubate,SP,50.25,5.0
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,2017-03-13 18:14:36,2017-03-13 18:14:36,2017-03-22 14:03:09,2017-04-06 13:37:16,2017-03-30,2017,3,March,2017-03-13,51838d41add414a0b1b989b7d251d9ee,13068,campinas,SP,99.26,1.0
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13 21:11:26,2017-06-15 03:05:45,2017-06-16 14:55:37,2017-06-19 18:51:28,2017-07-06,2017,6,June,2017-06-13,c63e44efa43f3947087aee96b388d949,4658,sao paulo,SP,141.15,5.0
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,2017-11-30 22:02:15,2017-12-02 02:51:18,2017-12-04 22:07:01,2017-12-05 20:28:40,2017-12-18,2017,11,November,2017-11-30,6da92ae920ab16fc4eceb8fcd7bd43ce,8280,sao paulo,SP,91.66,4.0
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15 11:31:41,2017-11-15 11:46:42,2017-11-16 22:03:00,2017-11-22 22:41:07,2017-12-05,2017,11,November,2017-11-15,bf0303939d54b8df5da4762bbaab1955,22631,rio de janeiro,RJ,317.34,5.0
a6aeb116d2cb5013eb8a94585b71ffef,bb2f5e670f7155dc622c57e4b31d0a69,delivered,2017-09-13 14:27:11,2017-09-13 14:44:39,2017-09-15 18:42:29,2017-09-16 15:40:08,2017-09-25,2017,9,September,2017-09-13,31b8fa2573bde01af4737e8ed29c348b,2346,sao paulo,SP,59.34,5.0
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,delivered,2017-02-20 11:45:39,2017-02-22 03:10:20,2017-02-23 06:47:35,2017-03-09 14:27:58,2017-03-21,2017,2,February,2017-02-20,32de2a7a93dbfc527b3f584744b9c6ce,37310,bom jardim de minas,MG,84.56,5.0
82bce245b1c9148f8d19a55b9ff70644,388025bec8128ff20ec1a316ed4dcf02,delivered,2017-04-20 17:15:46,2017-04-21 05:15:56,2017-04-24 09:34:13,2017-05-10 09:17:55,2017-05-12,2017,4,April,2017-04-20,f9effeed3df9ae063a58c0759b96f8b2,85804,cascavel,PR,267.8,1.0
a910f58086d58b3ae6f37aa712d377b9,afb19a4b667cb708caab312757ec3d3f,delivered,2017-09-15 09:19:48,2017-09-15 09:35:18,2017-09-18 18:20:00,2017-09-25 20:14:48,2017-10-11,2017,9,September,2017-09-15,a7e7b19ff34ab885f7b7331de2417cf3,78043,cuiaba,MT,145.66,5.0
634e8f4c0f6744a626f77f39770ac6aa,05e996469a2bf9559c7122b87e156724,delivered,2017-08-09 18:32:47,2017-08-09 18:45:18,2017-08-10 20:21:53,2017-08-16 18:17:54,2017-08-31,2017,8,August,2017-08-09,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS,234.28,1.0
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,delivered,2017-07-30 03:06:35,2017-07-30 03:25:08,2017-07-31 16:42:54,2017-08-01 14:27:31,2017-08-16,2017,7,July,2017-07-30,bb4d84a2b45b22ed710ac8c0dec63d1a,8552,poa,SP,27.77,3.0
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,delivered,2017-12-22 00:17:37,2017-12-23 02:15:31,2017-12-27 19:54:46,2018-01-09 19:52:32,2018-01-19,2017,12,December,2017-12-22,2ae3c67452283d5a0d30b32e0d33296e,71505,brasilia,DF,59.1,5.0
3bc77ce8be27211bac313c2daa402d1a,bf141bf67fbe428d558bcf0e018eab60,delivered,2017-04-06 22:39:29,2017-04-06 22:50:24,2017-04-07 14:54:18,2017-04-11 12:31:36,2017-04-27,2017,4,April,2017-04-06,c756e1910755edd88c00ac3f46baba4b,31255,belo horizonte,MG,66.98,5.0
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,delivered,2017-05-09 20:48:59,2017-05-09 21:02:45,2017-05-10 11:22:15,2017-05-18 13:22:35,2017-06-01,2017,5,May,2017-05-09,04e495a3f45df8b41be2e934bbc16961,94055,gravatai,RS,132.26,3.0
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,delivered,2017-04-20 20:42:44,2017-04-20 20:55:09,2017-04-25 08:23:08,2017-05-11 13:07:46,2017-05-25,2017,4,April,2017-04-20,c7a9a76a4b24a7e7b2caff982409b7ee,58600,santa luzia,PB,63.34,4.0
e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,delivered,2017-10-16 14:56:50,2017-10-17 03:49:34,2017-10-27 22:14:21,2017-11-08 21:25:24,2017-11-21,2017,10,October,2017-10-16,e3bcfea9bab07b492391664fc1ffc28a,44180,antonio cardoso,BA,231.12,2.0
6b860b35691d486e45dc98e3514ec5f6,fee181bf648906d1c57f84f216976286,delivered,2017-12-08 09:42:43,2017-12-09 02:49:54,2017-12-11 15:19:04,2017-12-19 18:43:35,2018-01-03,2017,12,December,2017-12-08,4754e3b66497719a91b36268ed9c5718,13760,tapiratiba,SP,574.36,5.0
ec341c54a5ebf8ee0a67a8632aa7579b,df9b032b2ad0fd6bf37dfb48e5f83845,delivered,2017-08-26 16:53:30,2017-08-27 17:04:12,2017-08-30 13:26:32,2017-09-08 20:39:56,2017-09-21,2017,8,August,2017-08-26,410979f3cfd34e467d4fad78bd0f0219,89440,irineopolis,SC,29.92,5.0
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,delivered,2017-09-19 22:17:15,2017-09-20 07:55:14,2017-09-22 17:23:09,2017-10-10 18:43:53,2017-10-13,2017,9,September,2017-09-19,7973a6ba9c81ecaeb3d628c33c7c7c48,85555,palmas,PR,76.65,5.0
8447ff843b2616c50c0ced28ab1dae03,e28dd4261bed9c7ba89ecaf411b88f7c,delivered,2017-12-20 23:45:07,2017-12-22 02:37:45,2017-12-23 13:10:45,2018-01-09 18:14:02,2018-01-22,2017,12,December,2017-12-20,b6aa1d5781553afaa244c3e42246d93c,88302,itajai,SC,238.69,4.0
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,delivered,2017-11-22 11:32:22,2017-11-22 11:46:50,2017-11-27 13:39:35,2017-12-28 19:43:00,2017-12-11,2017,11,November,2017-11-22,781ae350edb16842380e81d7c7feb431,20740,rio de janeiro,RJ,101.74,1.0
f7959f8385f34c4f645327465a1c9fc4,0bf19317b1830a69e55b40710576aa7a,delivered,2017-03-30 07:50:33,2017-03-30 08:05:08,2017-03-30 10:55:54,2017-04-10 02:59:52,2017-04-26,2017,3,March,2017-03-30,5ddb4fdd9cef2450d17ae20639815885,13218,jundiai,SP,28.86,5.0
e346cd9299371b18c0b28e8e29a5e376,fb9590a1e30e0ba8304ea73a31325797,delivered,2017-05-17 08:36:11,2017-05-17 08:45:09,2017-05-17 10:13:52,2017-05-23 13:32:30,2017-06-06,2017,5,May,2017-05-17,4f262a3ca91e56d568fd13240c3c3652,11740,itanhaem,SP,42.59,5.0
a6cd683d4bd3b9b1f0aa37b27f8116d3,48f239e15744ed5e7ffbafc6bb6e882b,delivered,2017-01-28 23:45:53,2017-01-29 01:31:48,2017-02-01 14:25:06,2017-02-10 17:30:19,2017-03-10,2017,1,January,2017-01-28,169381f51e4c3e926ef199364aeced22,41830,salvador,BA,609.9,4.0
e1da8361c76cab67aa3588a1fbf1af54,dd854e24b40e3bc2b306946dee252015,delivered,2017-07-01 15:42:32,2017-07-04 04:10:19,2017-07-04 14:52:46,2017-07-12 20:17:57,2017-07-25,2017,7,July,2017-07-01,a8ee33e35637322a81a8c26592f6ce36,35162,ipatinga,MG,253.4,2.0
af5b0604e113e1526593d505a26ef39d,b896b244963dc7543d400ad82d6710e0,delivered,2017-09-27 12:07:22,2017-09-27 12:26:02,2017-09-29 22:25:42,2017-09-30 17:13:01,2017-10-16,2017,9,September,2017-09-27,3d8614b1f25530eca12661dc8b10a2fb,3962,sao paulo,SP,28.62,1.0
9d531c565e28c3e0d756192f84d8731f,d4faa220408c20e53595d2950f361f3b,delivered,2017-11-28 21:00:44,2017-12-01 09:31:15,2017-12-14 20:37:43,2018-01-23 21:38:52,2017-12-22,2017,11,November,2017-11-28,efc37ae565ee0943cca2b89fc65c4d6f,24933,marica,RJ,40.09,1.0
8fc207e94fa91a7649c5a5dab690272a,c69f8b33e62ecb30ff78ae46d7fb9241,delivered,2017-11-26 17:49:46,2017-11-26 17:58:34,2017-11-28 23:17:09,2018-01-20 13:42:22,2017-12-19,2017,11,November,2017-11-26,7d185d821a11c769636247766f1fd45e,25540,sao joao de meriti,RJ,135.51,3.0
4b3a605942f29d490cb74bd6ace6b9f0,e8a332c3433fbd37920ec89fc295d075,delivered,2017-09-29 09:32:17,2017-09-29 09:44:12,2017-09-29 21:58:48,2017-09-30 16:55:39,2017-10-17,2017,9,September,2017-09-29,0a5df23b922b9998bb7378f1ac03c98a,90440,porto alegre,RS,38.1,5.0
1c35ac660d7ef6691b25d20df3d6eccb,68c85132eb3b96fbe6cbddc09a568d24,delivered,2017-06-27 23:11:57,2017-06-27 23:35:09,2017-06-28 14:28:00,2017-06-29 10:16:35,2017-07-10,2017,6,June,2017-06-27,2df79c0c80c225d537833abb01a1a8ca,4216,sao paulo,SP,74.03,5.0
35660aec0cc42b6257e24281ee0e6255,b53cc3c992caaa45ec73cfdde4d839b5,delivered,2017-03-30 14:46:00,2017-03-30 14:55:17,2017-04-10 18:53:49,2017-04-27 11:08:55,2017-05-12,2017,3,March,2017-03-30,e0b0f9beb31782e3174a67b875697ca0,58178,nova floresta,PB,155.0,1.0
b01875821b8dcb6abc61776f0f971bce,818596f5b68adfe2c11498ebb6d39e02,delivered,2017-11-24 21:55:22,2017-11-25 01:31:43,2017-11-28 22:37:15,2017-12-01 21:11:40,2017-12-15,2017,11,November,2017-11-24,8731e1c5aa27eced509f47d8012ff81e,20270,rio de janeiro,RJ,142.16,4.0
06a6627d9cc91a04e9d146bf65fee0a2,61449fa1b8b8998c9c3f3a7f0ae954ef,delivered,2017-07-16 10:27:45,2017-07-16 10:35:14,2017-07-18 12:34:04,2017-07-21 19:59:36,2017-08-04,2017,7,July,2017-07-16,d2f122bc3109d7fb2385daec2d6ef7f7,7600,mairipora,SP,113.62,4.0
15bed8e2fec7fdbadb186b57c46c92f2,f3f0e613e0bdb9c7cee75504f0f90679,processing,2017-09-03 14:22:03,2017-09-03 14:30:09,,,2017-10-03,2017,9,September,2017-09-03,9f269af9c49244f6ba4a46985a3cfc2e,3436,sao paulo,SP,138.28,5.0
5447160f15621601fa9ba2b94f4906b3,9c338ea8093192e203bc16add78c123c,delivered,2017-11-21 12:08:32,2017-11-21 12:40:55,2017-11-22 20:17:08,2017-11-28 20:33:38,2017-12-14,2017,11,November,2017-11-21,5179541696b879141c1f0bb532f988c9,80530,curitiba,PR,161.77,5.0
01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,delivered,2017-10-19 15:08:48,2017-10-19 15:35:35,2017-10-23 13:14:16,2017-10-24 15:57:46,2017-10-31,2017,10,October,2017-10-19,48d4bf53229ec530405b4e461ae6adb0,2938,sao paulo,SP,95.52,5.0
741fd1b80f015f170a7f458cf86769b8,df5c9e02596851fcbfc98804e4108bbd,delivered,2017-12-02 14:28:03,2017-12-02 14:38:30,2017-12-04 21:54:27,2017-12-11 16:17:04,2018-01-04,2017,12,December,2017-12-02,377bdfb2197d3b83c9e3f9502deabcfb,39680,capelinha,MG,106.38,1.0
f376081d7c5f1767fbc7fae2d19ca32e,d68901955dc622165460ba6cb4ac49f3,delivered,2017-03-28 16:03:34,2017-03-28 16:15:15,2017-03-29 13:23:55,2017-03-31 10:07:25,2017-04-17,2017,3,March,2017-03-28,daf7dfe5576b8c581e8353aa8608a008,12954,atibaia,SP,309.72,5.0
e9ce52cd563d0124dced659e69eab10a,9a80c8377644236e27f59e83862f1ae2,delivered,2017-07-10 12:23:05,2017-07-12 02:10:59,2017-07-13 18:35:37,2017-07-17 17:03:47,2017-07-28,2017,7,July,2017-07-10,0a11a4d0e9f9e864f03a7451f0f255b6,12970,piracaia,SP,312.91,5.0
aeb4c9d05ab11d7c6c9ca24f8c43bd70,fa5c31ea5a141cb29a683b6420f2693a,delivered,2017-09-20 17:12:34,2017-09-21 14:44:35,2017-09-22 17:54:05,2017-09-28 19:47:42,2017-10-18,2017,9,September,2017-09-20,e63b7e65ecb65d0d1624a564fa2c8cff,72900,santo antonio do descoberto,GO,22.79,2.0
e7a65190baa4e6fd192246157c0b81fb,7d986867cfcd083f25ad4f692bd2df06,delivered,2017-04-26 16:14:11,2017-04-27 17:22:58,2017-04-28 12:43:07,2017-05-12 14:04:02,2017-05-29,2017,4,April,2017-04-26,ed9fce60567d03fff71f9c06084c998e,68627,paragominas,PA,53.83,5.0
62a12e4d2a742b2491d7c00d2d79bf52,b60550c21000f91484c7d2aa2b8c522e,delivered,2017-11-27 19:24:52,2017-11-27 19:39:02,2017-11-28 22:58:14,2017-12-08 15:41:46,2017-12-27,2017,11,November,2017-11-27,311dff8c3112b3ea255ec4871cabaf03,95010,caxias do sul,RS,299.72,5.0
04a59fe46fc5aa341da5378c195ed53c,2d8748fb35d51c2fd273ee67fff78b7a,delivered,2017-11-26 09:32:06,2017-11-28 09:35:11,2017-11-28 19:18:52,2017-12-11 19:03:18,2017-12-19,2017,11,November,2017-11-26,a3d335d8dd759126b58367c6053bb20a,80010,curitiba,PR,75.18,5.0
86b37610c0e86e94afe3d5ba4b73fa14,86ff82570097f39b2193254f540e4a69,delivered,2017-11-17 21:14:42,2017-11-22 02:49:29,2017-11-22 17:37:09,2017-12-05 20:23:33,2017-12-20,2017,11,November,2017-11-17,2f97fb04ba09cfa05b9e3b3af4e8e247,78875,gaucha do norte,MT,161.3,5.0
abc5ec9ecaec740b498a37f19c29a8c0,85aa7dc7ea24c96b5ac7864f13922495,delivered,2017-04-30 22:43:56,2017-04-30 22:55:09,2017-05-02 13:58:16,2017-05-12 12:04:38,2017-06-05,2017,4,April,2017-04-30,22be41ad7d58c7774c6e036348a042d0,99470,nao-me-toque,RS,141.06,3.0
c3cb4c7c4b963ab08b07a5dca5baf05d,38ccd077e65d89b8a720be73bfaa9c6f,delivered,2017-05-15 16:29:03,2017-05-16 03:35:16,2017-05-17 09:24:51,2017-05-23 12:51:55,2017-06-08,2017,5,May,2017-05-15,4521ca49d47fa50f2b98f0c71cbf5ae7,99615,trindade do sul,RS,134.58,5.0
af66c46c49bdb3bf2f862efb1eb67d81,9e3a06f863456c3934b9d26037c119cd,delivered,2017-07-22 19:16:47,2017-07-22 19:25:18,2017-07-25 19:14:13,2017-07-31 18:17:45,2017-08-11,2017,7,July,2017-07-22,d2c89ba54e6cf93abd4ea9bb9e9fbf73,18682,lencois paulista,SP,59.85,5.0
265f4e28ef8cf69f8445e2951bbe7343,c572fd6cdd98e87ea2bc433b6da21078,delivered,2017-03-06 00:14:28,2017-03-06 00:33:11,2017-03-06 09:54:32,2017-03-20 09:28:56,2017-04-11,2017,3,March,2017-03-06,3e45b1d69bfaf0b7963cbb9dd00196f7,76877,ariquemes,RO,64.74,4.0
34276839abbc2d596eb36540d36c624c,6968ea6ff6368619de4d031a15d5c9a6,delivered,2017-10-04 23:02:21,2017-10-04 23:14:17,2017-10-05 18:37:19,2017-10-20 16:18:59,2017-11-09,2017,10,October,2017-10-04,8051546e4730145100f73eb919000a81,95520,osorio,RS,217.78,5.0
556bbf53c2c22fbb9ef31a414dd444a6,5883f965ac70043c2e908c3657c5d548,delivered,2017-12-21 17:43:41,2017-12-21 17:56:24,2017-12-26 16:59:04,2018-01-04 21:56:01,2018-01-22,2017,12,December,2017-12-21,d0db8f74fe8af2b92d1e7159472874f0,73015,brasilia,DF,67.5,4.0
36530871a5e80138db53bcfd8a104d90,4dafe3c841d2d6cc8a8b6d25b35704b9,shipped,2017-05-09 11:48:37,2017-05-11 11:45:14,2017-05-11 13:21:47,,2017-06-08,2017,5,May,2017-05-09,10669e874b7ddaab97d6d539578576d7,54762,camaragibe,PE,63.79,1.0
1370fae9b19ee5e01a2d609eb18b7c8a,22eb8142d6313bab19fa6c657170ae6b,delivered,2017-11-15 13:47:34,2017-11-15 13:55:31,2017-11-17 15:12:12,2017-12-06 01:12:12,2017-12-14,2017,11,November,2017-11-15,66d7c05de70168738de8f6f8b5adce82,47630,serra do ramalho,BA,145.5,4.0
0dad6beca7ed0e352668498c29089900,2528510465c7572dedee4431a7d52e08,delivered,2017-12-02 14:08:33,2017-12-02 14:17:20,2017-12-08 21:21:12,2017-12-13 09:44:38,2017-12-27,2017,12,December,2017-12-02,52a7fb2dfa60628b04619fa279d3e27c,16072,aracatuba,SP,110.89,5.0
6245ae0abd9de1ae647b5da78c0ea69b,d68585c54450af4bfc04cc6cccbcd607,delivered,2017-09-11 07:54:38,2017-09-11 08:10:08,2017-09-13 18:22:19,2017-09-16 16:12:24,2017-09-27,2017,9,September,2017-09-11,fbe53ee8a67e9fbf5cdb52d888701527,17206,jau,SP,74.74,3.0
232b75e8b6faa6ca2063184414e634a7,0a11cb0fb65032da800b780afcc1a1b7,delivered,2017-09-26 12:32:39,2017-09-27 03:35:03,2017-10-04 08:03:59,2017-10-09 18:32:42,2017-10-20,2017,9,September,2017-09-26,b91094129b0c7e78a2d312269365968e,80020,curitiba,PR,180.95,5.0
780fe22baa36991bdbb1559f5b549596,e1862648f338ecaf4242e8e2b59126ca,delivered,2017-04-22 19:26:47,2017-04-22 19:41:06,2017-04-24 11:04:27,2017-04-28 14:37:16,2017-05-15,2017,4,April,2017-04-22,2e3c3bce0bc8cca5d8e987d047e64d8b,38770,joao pinheiro,MG,52.51,5.0
58ac1947c1a9067b9f416cba6d844a3f,ee8e1d37f563ecc11cc4dcb4dfd794c2,delivered,2017-09-13 09:18:50,2017-09-13 13:45:43,2017-09-14 21:20:03,2017-09-21 21:16:17,2017-09-25,2017,9,September,2017-09-13,5cbf29b2dcf212a6a5d864b887238c72,4842,sao paulo,SP,124.16,5.0
75351e48296ef42211a0b80c427aae57,cf9e2b07f78cce347089900f49fb4746,delivered,2017-03-14 16:25:43,2017-03-14 16:25:43,2017-03-30 13:22:17,2017-04-03 13:37:42,2017-04-10,2017,3,March,2017-03-14,cab5ecc01e69aac95f48b619eb40a882,4508,sao paulo,SP,98.16,4.0
64a2b20e6611bf80d933549f4c45ad84,de62761e79f4ae4169cab45ed5f36026,delivered,2017-12-20 12:30:40,2017-12-21 02:11:52,2017-12-22 20:41:54,2018-01-09 15:44:20,2018-01-19,2017,12,December,2017-12-20,6f19cd82c9d4d5b80bd8fbd24e600576,78135,varzea grande,MT,40.78,5.0
775130c792f4c6460c63162e994a1114,d4cd9729eeca5306a2c039fe6e55601e,delivered,2017-12-04 17:24:57,2017-12-04 18:30:29,2017-12-05 16:09:06,2017-12-11 18:52:10,2018-01-04,2017,12,December,2017-12-04,8689753ac05594f16b97e8bd556b50b0,82100,curitiba,PR,273.27,5.0
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,2017-05-18 20:59:24,2017-05-18 21:10:16,2017-05-22 15:50:30,2017-05-30 09:12:44,2017-06-12,2017,5,May,2017-05-18,106106992030e0d83e6f1bc9d4054070,30770,belo horizonte,MG,389.82,5.0
